iter	Passed	Remaining
441	1213	1532
442	1214	1527
443	1221	1529
444	1222	1524
445	1223	1520
446	1225	1515
447	1226	1511
448	1227	1506
449	1234	1509
450	1237	1506
451	1239	1502
452	1240	1497
453	1241	1493
454	1243	1489
455	1244	1484
456	1252	1487
457	1253	1483
458	1254	1478
459	1255	1473
460	1256	1469
461	1257	1464
462	1258	1459
463	1259	1454
464	1260	1450
465	1267	1452
466	1268	1447
467	1269	1443
468	1270	1438
469	1271	1433
470	1272	1429
471	1273	1424
472	1274	1420
473	1275	1415
474	1286	1422
475	1289	1419
476	1291	1415
477	1296	1416
478	1297	1411
479	1299	1407
480	1300	1403
481	1301	1398
482	1303	1394
483	1304	1390
484	1305	1386
485	1310	1385
486	1312	1383
487	1314	1378
488	1315	1375
489	1317	1371
490	1318	1367
491	1320	1363
492	1321	1358
493	1326	1358
494	1327	1354
495	1329	1350
496	1330	1346
497	1331	1341
498	1332	1337
499	1333	1333
500	1334	1328
501	1335	1324
502	1336	1320
503	1343	1321
504	1344	1317
505	1345	1314
506	1346	1309
507	1347	1305
508	1348	1301
509	1349	1297
510	1350	1292
511	1355	1291
512	1358	1289
513	1360	1286
514	1361	1282
515	1363	1278
516	1364	1274
517	1365	1270
518	1366	1266
519	1371	1265
520	1372	1261
521	1373	1258
522	1374	1253
523	1375	1249
524	1376	1245
525	1377	1241
526	1378	1237
527	1379	1233
528	1380	1229
529	1386	1229
530	1388	1226
531	1389	1222
532	1391	1218
533	1392	1214
534	1393	1210
535	1394	1207
536	1395	1203
537	1399	1201
538	1401	1198
539	1402	1195
540	1404	1191
541	1405	1187
542	1406	1183
543	1407	1179
544	1408	1175
545	1409	1171
546	1410	1168
547	1418	1170
548	1420	1166
549	1421	1163
550	1423	1159
551	1424	1156
552	1425	1152
553	1430	1151
554	1431	1147
555	1432	1143
556	1433	1140
557	1434	1136
558	1435	1132
559	1436	1128
560	1437	1125
561	1439	1121
562	1446	1123
563	1448	1120
564	1450	1116
565	1451	1113
566	1452	1109
567	1453	1105
568	1454	1101
569	1455	1098
570	1466	1101
571	1467	1097
572	1468	1094
573	1469	1090
574	1470	1086
575	1474	1085
576	1477	1083
577	1479	1080
578	1481	1077
579	1483	1073
580	1484	1070
581	1494	1073
582	1495	1069
583	1496	1066
584	1497	1062
585	1499	1059
586	1500	1055
587	1506	1055
588	1508	1052
589	1509	1048
590	1510	1045
591	1512	1042
592	1513	1038
593	1515	1035
594	1522	1036
595	1525	1034
596	1526	1030
597	1527	1027
598	1528	1023
599	1530	1020
600	1530	1016
601	1531	1012
602	1538	1012
603	1539	1009
604	1541	1006
605	1542	1002
606	1543	999
607	1544	995
608	1545	992
609	1546	989
610	1550	987
611	1551	983
612	1553	980
613	1554	977
614	1555	973
615	1556	970
616	1558	967
617	1559	963
618	1560	960
619	1566	960
620	1567	956
621	1569	953
622	1570	950
623	1571	947
624	1573	943
625	1574	940
626	1575	937
627	1582	937
628	1583	934
629	1585	930
630	1586	927
631	1588	924
632	1590	921
633	1593	919
634	1595	917
635	1597	914
636	1598	910
637	1599	907
638	1600	904
639	1601	900
640	1602	897
641	1603	894
642	1608	892
643	1609	889
644	1610	886
645	1611	883
646	1612	879
647	1613	876
648	1614	873
649	1615	870
650	1616	866
651	1617	863
652	1625	863
653	1627	860
654	1628	857
655	1629	854
656	1631	851
657	1632	848
658	1640	848
659	1642	846
660	1646	844
661	1656	845
662	1657	842
663	1659	839
664	1660	836
665	1661	833
666	1662	830
667	1663	826
668	1669	826
669	1670	822
670	1672	819
671	1673	816
672	1675	813
673	1684	814
674	1685	811
675	1686	808
676	1688	805
677	1689	802
678	1690	799
679	1695	797
680	1696	794
681	1698	791
682	1699	788
683	1700	785
684	1701	782
685	1702	779
686	1703	776
687	1704	772
688	1705	769
689	1710	768
690	1711	765
691	1712	762
692	1714	759
693	1715	756
694	1715	753
695	1717	749
696	1718	746
697	1719	743
698	1719	740
699	1724	739
700	1726	736
701	1727	733
702	1728	730
703	1729	727
704	1730	724
705	1731	721
706	1732	718
707	1733	714
708	1734	711
709	1737	709
710	1739	707
711	1741	704
712	1742	701
713	1743	698
714	1744	695
715	1745	692
716	1746	689
717	1747	686
718	1748	683
719	1749	680
720	1754	678
721	1755	676
722	1757	673
723	1758	670
724	1759	667
725	1760	664
726	1761	661
727	1763	658
728	1764	655
729	1764	652
730	1771	651
731	1772	648
732	1773	646
733	1775	643
734	1776	640
735	1777	637
736	1779	634
737	1784	633
738	1785	630
739	1786	627
740	1787	624
741	1789	622
742	1790	619
743	1792	616
744	1793	613
745	1794	610
746	1795	608
747	1797	605
748	1799	602
749	1801	600
750	1802	597
751	1804	595
752	1806	592
753	1808	590
754	1810	587
755	1812	584
756	1813	582
757	1814	579
758	1815	576
759	1818	574
760	1820	571
761	1822	569
762	1824	566
763	1825	563
764	1827	561
765	1828	558
766	1829	555
767	1830	552
768	1836	551
769	1837	548
770	1839	546
771	1840	543
772	1841	540
773	1842	538
774	1844	535
775	1845	532
776	1848	530
777	1851	528
778	1852	525
779	1854	523
780	1855	520
781	1856	517
782	1858	514
783	1859	512
784	1860	509
785	1863	507
786	1865	504
787	1866	502
788	1867	499
789	1869	496
790	1870	494
791	1871	491
792	1873	488
793	1874	486
794	1880	484
795	1881	482
796	1882	479
797	1884	476
798	1885	474
799	1886	471
800	1887	469
801	1888	466
802	1892	464
803	1894	461
804	1895	459
805	1896	456
806	1897	453
807	1898	451
808	1899	448
809	1900	445
810	1902	443
811	1903	440
812	1909	439
813	1911	436
814	1913	434
815	1914	431
816	1915	429
817	1916	426
818	1917	423
819	1919	421
820	1927	420
821	1929	417
822	1930	415
823	1931	412
824	1933	410
825	1934	407
826	1937	405
827	1939	402
828	1940	400
829	1942	397
830	1943	395
831	1945	392
832	1946	390
833	1948	387
834	1954	386
835	1955	383
836	1956	381
837	1957	378
838	1958	375
839	1959	373
840	1960	370
841	1961	368
842	1962	365
843	1963	362
844	1967	360
845	1969	358
846	1970	355
847	1971	353
848	1972	350
849	1973	348
850	1974	345
851	1975	343
852	1976	340
853	1977	338
854	1978	335
855	1984	333
856	1985	331
857	1987	328
858	1988	326
859	1989	323
860	1989	321
861	1990	318
862	1991	316
863	1992	313
864	1997	311
865	1999	309
866	2000	306
867	2002	304
868	2003	302
869	2004	299
870	2006	297
871	2007	294
872	2008	292
873	2011	289
874	2013	287
875	2014	285
876	2015	282
877	2017	280
878	2018	277
879	2020	275
880	2021	273
881	2022	270
882	2023	268
883	2028	266
884	2030	263
885	2031	261
886	2032	258
887	2033	256
888	2034	254
889	2035	251
890	2037	249
891	2043	247
892	2044	244
893	2045	242
894	2047	240
895	2048	237
896	2050	235
897	2051	232
898	2052	230
899	2052	228
900	2055	225
901	2058	223
902	2059	221
903	2060	218
904	2062	216
905	2063	214
906	2065	211
907	2066	209
908	2067	206
909	2072	204
910	2075	202
911	2076	200
912	2077	197
913	2078	195
914	2079	193
915	2080	190
916	2081	188
917	2082	186
918	2086	183
919	2088	181
920	2089	179
921	2090	176
922	2091	174
923	2092	172
924	2093	169
925	2094	167
926	2095	165
927	2096	162
928	2097	160
929	2099	158
930	2100	155
931	2101	153
932	2102	151
933	2103	148
934	2104	146
935	2105	143
936	2106	141
937	2107	139
938	2108	136
939	2113	134
940	2115	132
941	2116	130
942	2117	127
943	2118	125
944	2119	123
945	2120	121
946	2121	118
947	2123	116
948	2126	114
949	2128	112
950	2129	109
951	2131	107
952	2132	105
953	2133	102
954	2134	100
955	2136	98
956	2137	96
957	2141	93
958	2143	91
959	2144	89
960	2145	87
961	2146	84
962	2147	82
963	2148	80
964	2149	77
965	2150	75
966	2151	73
967	2155	71
968	2157	69
969	2159	66
970	2160	64
971	2161	62
972	2162	60
973	2163	57
974	2164	55
975	2165	53
976	2166	51
977	2169	48
978	2171	46
979	2172	44
980	2173	42
981	2174	39
982	2175	37
983	2176	35
984	2177	33
985	2178	30
986	2179	28
987	2180	26
988	2188	24
989	2189	22
990	2190	19
991	2191	17
992	2192	15
993	2193	13
994	2194	11
995	2195	8
996	2196	6
997	2198	4
998	2199	2
999	2201	0
